# keith - ch4, keys - ch3
Keithley V	Keysight V	hvpsu1	hvpsu2	hvpsu3	hvpsu4	Delay	a	b	
246.078524	249.762721	0.0	500.0	0.0	500.0	2.0	0.0	500.0	19-12-23 19:03:55.307887
233.780656	237.591559	1613.4	2113.4	1613.4	2113.4	2.0	1613.4	500.0	19-12-23 19:03:58.444466
221.480774	225.29164	3226.8	3726.8	3226.8	3726.8	2.0	3226.8	500.0	19-12-23 19:04:01.562307
209.169798	212.981412	4840.2	5340.2	4840.2	5340.2	2.0	4840.2	500.0	19-12-23 19:04:04.690896
196.869955	200.680907	6453.6	6953.6	6453.6	6953.6	2.0	6453.6	500.0	19-12-23 19:04:07.967824
184.560004	188.372583	8067.0	8567.0	8067.0	8567.0	2.0	8067.0	500.0	19-12-23 19:04:11.244453
172.259989	176.071562	9680.4	10180.4	9680.4	10180.4	2.0	9680.4	500.0	19-12-23 19:04:14.416469
159.961016	163.773621	11293.8	11793.8	11293.8	11793.8	2.0	11293.8	500.0	19-12-23 19:04:17.694733
147.649173	151.462486	12907.2	13407.2	12907.2	13407.2	2.0	12907.2	500.0	19-12-23 19:04:20.972998
135.347415	139.160389	14520.6	15020.6	14520.6	15020.6	2.0	14520.6	500.0	19-12-23 19:04:24.249558
123.036054	126.852577	16134.0	16634.0	16134.0	16634.0	2.0	16134.0	500.0	19-12-23 19:04:27.422839
110.737382	114.550416	17747.4	18247.4	17747.4	18247.4	2.0	17747.4	500.0	19-12-23 19:04:30.540642
98.4369431	102.250712	19360.8	19860.8	19360.8	19860.8	2.0	19360.8	500.0	19-12-23 19:04:33.670595
86.1272097	89.9414469	20974.2	21474.2	20974.2	21474.2	2.0	20974.2	500.0	19-12-23 19:04:36.947275
73.8299213	77.6446722	22587.6	23087.6	22587.6	23087.6	2.0	22587.6	500.0	19-12-23 19:04:40.237778
61.520743	65.3376186	24201.0	24701.0	24201.0	24701.0	2.0	24201.0	500.0	19-12-23 19:04:43.396836
49.2219856	53.035789	25814.4	26314.4	25814.4	26314.4	2.0	25814.4	500.0	19-12-23 19:04:46.675311
36.9244288	40.738742	27427.8	27927.8	27427.8	27927.8	2.0	27427.8	500.0	19-12-23 19:04:49.952039
24.6165041	28.4309977	29041.2	29541.2	29041.2	29541.2	2.0	29041.2	500.0	19-12-23 19:04:53.229036
12.3177021	16.1325746	30654.6	31154.6	30654.6	31154.6	2.0	30654.6	500.0	19-12-23 19:04:56.505785
0.0108083505	3.8280675	32268.0	32768.0	32268.0	32768.0	2.0	32268.0	500.0	19-12-23 19:04:59.679035
-12.2886914	-8.47235421	33881.4	34381.4	33881.4	34381.4	2.0	33881.4	500.0	19-12-23 19:05:02.957149
-24.5875525	-20.7713122	35494.8	35994.8	35494.8	35994.8	2.0	35494.8	500.0	19-12-23 19:05:06.233839
-36.8959063	-33.0788229	37108.2	37608.2	37108.2	37608.2	2.0	37108.2	500.0	19-12-23 19:05:09.509488
-49.1934416	-45.3764305	38721.6	39221.6	38721.6	39221.6	2.0	38721.6	500.0	19-12-23 19:05:12.787359
-61.5013445	-57.6841292	40335.0	40835.0	40335.0	40835.0	2.0	40335.0	500.0	19-12-23 19:05:16.064266
-73.8018519	-69.9861817	41948.4	42448.4	41948.4	42448.4	2.0	41948.4	500.0	19-12-23 19:05:19.343203
-86.0986419	-82.2845936	43561.8	44061.8	43561.8	44061.8	2.0	43561.8	500.0	19-12-23 19:05:22.515650
-98.4083545	-94.5934503	45175.2	45675.2	45175.2	45675.2	2.0	45175.2	500.0	19-12-23 19:05:25.792331
-110.709875	-106.893949	46788.6	47288.6	46788.6	47288.6	2.0	46788.6	500.0	19-12-23 19:05:29.069066
-123.015921	-119.200118	48402.0	48902.0	48402.0	48902.0	2.0	48402.0	500.0	19-12-23 19:05:32.345780
-135.318115	-131.502281	50015.4	50515.4	50015.4	50515.4	2.0	50015.4	500.0	19-12-23 19:05:35.622518
-147.618466	-143.803957	51628.8	52128.8	51628.8	52128.8	2.0	51628.8	500.0	19-12-23 19:05:38.797226
-159.929225	-156.114359	53242.2	53742.2	53242.2	53742.2	2.0	53242.2	500.0	19-12-23 19:05:42.073767
-172.229055	-168.411515	54855.6	55355.6	54855.6	55355.6	2.0	54855.6	500.0	19-12-23 19:05:45.350836
-184.536408	-180.718743	56469.0	56969.0	56469.0	56969.0	2.0	56469.0	500.0	19-12-23 19:05:48.626537
-196.839815	-193.021965	58082.4	58582.4	58082.4	58582.4	2.0	58082.4	500.0	19-12-23 19:05:51.742882
-209.137716	-205.319937	59695.8	60195.8	59695.8	60195.8	2.0	59695.8	500.0	19-12-23 19:05:54.976271
-221.447831	-217.628533	61309.2	61809.2	61309.2	61809.2	2.0	61309.2	500.0	19-12-23 19:05:58.188390
-233.748765	-229.930328	62922.6	63422.6	62922.6	63422.6	2.0	62922.6	500.0	19-12-23 19:06:01.427827
-246.052274	-242.233316	64536.0	65036.0	64536.0	65036.0	2.0	64536.0	500.0	19-12-23 19:06:04.602446
